WHORegionCode,WHORegionName,CountryIso3,CountryTerritoryArea,IncomeWorldBankJune,Year,AntimicrobialClass,AWaRe,AWaReLabel,RouteOfAdministration,DDD,DID,Note
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,228977.72222,0.003704166,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,44901049.684827,0.726377518,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,0.0,0.0,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,8310.0,0.000132996,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,890649819.25,14.254268561,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,917932.75,0.014690914,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,6311906.667,0.101017943,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,2077501704.53,33.249057683,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,9116431.416403,0.145902471,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,220344.75,0.003526489,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,71985694.676097,1.152083957,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,646640899.73,10.332128087,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,214618419.04,3.429206219,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,4035175.21,0.064474653,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,1096453715.29,17.519306669,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,14309255.67,0.228635497,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,296711.26,0.004740956,
SEA,South-East Asia Region,BGD,Bangladesh,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,35513935.91,0.5674470659999999,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,32584445.0,9.195657244,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,505553.0,0.142672128,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,36817.0,0.010390127,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,17227946.0,4.861899181,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1930947.0,0.544932615,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,98185.0,0.027708792,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,60674.0,0.017122812,
EUR,European Region,BLR,Belarus,Upper middle income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,8239553.0,2.325284511,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,42357968.0,11.954131613,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,510325.0,0.144022306,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,146275.0,0.041281267,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,20239929.0,5.71204868,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,2050554.0,0.578700857,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,45375.0,0.012805589,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,94693.0,0.026723959,
EUR,European Region,BLR,Belarus,Upper middle income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,5853220.0,1.651877213,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,40402789.0,11.416814788,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,1029080.0,0.290792196,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,341600.0,0.096527592,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,18223610.0,5.149535098,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1182363.0,0.334106128,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,151112.0,0.042700461,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,101490.0,0.028678529,
EUR,European Region,BLR,Belarus,Upper middle income,2018,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,6116279.0,1.728307035,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,52038834.0,14.737706774,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,882035.0,0.249797549,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,169340.0,0.047958093,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,19809373.0,5.610132054,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1813226.0,0.51351637,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,59277.0,0.016787598,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,92575.0,0.02621779,
EUR,European Region,BLR,Belarus,Upper middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,5059661.0,1.432926036,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,341.6666667,9.72e-05,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,0.0,0.0,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,42135996.5667,11.98299793,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,587749.0,0.167149128,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,180030.0,0.051198483,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,38651620.73611,10.992081096,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,685425.833337,0.194927308,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,35973.8,0.010230539,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,164803.7460263,0.04686831,
EUR,European Region,BLR,Belarus,Upper middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,8751614.305986,2.488859519,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,44176335.05,12.636139559,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,251458.5,0.071926851,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,120416.6667,0.034443822,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,19326767.49967,5.528202625,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1223134.00003,0.349863607,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,35803.65833,0.010241231,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,198630.3809527,0.056815995,
EUR,European Region,BLR,Belarus,Upper middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,3553538.20833,1.016449296,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,38604314.2864,11.09237538,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,551802.0,0.158552096,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,66733.33333,0.019174831,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,12226193.042,3.513014677,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1334979.9167,0.383586618,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,3598.1,0.00103386,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,217885.214316,0.062606074,
EUR,European Region,BLR,Belarus,Upper middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,5368161.33929,1.542461248,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,44398535.98,13.344020918,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,457637.0,0.137543222,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,93610.0,0.0281,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,16650506.08333,5.00432495,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1299440.0833,0.390547915,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,65854.03333,0.01979249,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,139927.936503,0.042055471,
EUR,European Region,BLR,Belarus,Upper middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,4841543.7083,1.455130426,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,1041715.15,6.218586618,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,4816.0,0.028749427,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,535.0,0.003193717,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,387992.8,2.316148377,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,45696.67,0.272789257,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,2714.21,0.016202611,
WPR,Western Pacific Region,BRN,Brunei Darussalam,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,74522.7,0.444868101,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,2829522.917,10.101018531,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,329230.0,1.175307085,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,69958.966663,0.249744159,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,204.4,0.000729681,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2019,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,71476.5416667,0.255161698,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,2250469.8,7.981388735,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,280885.0,0.996170833,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,94075.38333,0.333642427,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,131.6,0.000466725,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,44846.142857,0.15904879,f
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,2298028.3333,8.0978539,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,302675.0,1.066574285,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,60733.358327,0.214013837,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,48.0,0.000169144,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,56010.333333,0.197370715,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,3205239.5003,11.22298162,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,300600.0,1.052535474,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,68683.624994,0.240492188,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,346.6666667,0.001213836,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,71907.571429,0.251780671,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,3019964.71,10.521406078,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,347293.5,1.209953192,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,65930.04,0.229696963,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,453.6,0.00158032,
SEA,South-East Asia Region,BTN,Bhutan,Lower middle income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,55203.35,0.192325712,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,57418.0,0.004090852,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,265579.0,0.018921503,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,148601111.0,10.587268887,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,7119565.0,0.507242163,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,48295.0,0.003440836,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,42641722.0,3.0380618712,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,3385287.0,0.241188915,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,1605.0,0.000114353,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,336190.0,0.023952308,
AMR,Region of the Americas,CAN,Canada,High income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,5143580.0,0.36646075,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IP,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IP,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IP,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IP,220682.0,0.015384783,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,IS,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,IS,0.0,0.0,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,IS,48697.0,0.003394921,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,IS,21589.0,0.001505071,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,148159194.0,10.328876451,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,6810616.0,0.474800174,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,61350.0,0.004276998,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,42412058.0,2.9567445907,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,3018768.0,0.210452559,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,1753.0,0.000122209,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,358390.0,0.024984992,
AMR,Region of the Americas,CAN,Canada,High income,2023,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,5512185.0,0.384280413,
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,64364.0,0.021060775,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,I,58072.0,0.019001924,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,O,19104382.0375033,6.251213507,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,O,927972.16663,0.303645106,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,O,7671.0,0.002510052,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,O,12047247.7003267,3.942023193,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,P,1063056.8333071,0.347846718,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,P,0.0,0.0,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,P,49352.85714,0.016148943,f
EUR,European Region,CHE,Switzerland,High income,2016,"Antibacterials (ATC J01, A07AA, P01AB)",W,Watch,P,983666.6904477,0.321869072,f
EUR,European Region,CHE,Switzerland,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",A,Ãƒccess,I,0.0,0.0,f
EUR,European Region,CHE,Switzerland,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",O,Not classified/recommended,I,0.0,0.0,f
EUR,European Region,CHE,Switzerland,High income,2017,"Antibacterials (ATC J01, A07AA, P01AB)",R,Reserve,I,66291.33333,0.021489211,f
